תאריך,פריט,סוג_תנועה,כמות,יחידה,עובד,סיבה_הערה
2026-01-22,סירופ קרמל,out,0.18,בקבוק,נועה,שימוש שוטף
2026-01-22,כוסות קטנות,out,34,יח׳,מיכל,שימוש שוטף
2026-01-22,כוסות גדולות take-away,out,29,יח׳,מיכל,שימוש שוטף
2026-01-22,כוסות גדולות take-away,out,29,יח׳,נועה,שימוש שוטף
2026-01-22,מכסים,out,91,יח׳,מיכל,שימוש שוטף
2026-01-22,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-22,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-22,שקיות נייר,out,38,יח׳,נועה,שימוש שוטף
2026-01-22,חלב 3%,waste,0.77,ליטר,מיכל,תפוגה — נפתח ולא נגמר במשמרת
2026-01-23,קרואסון חמאה,in,21,יח׳,מיכל,משלוח רגיל
2026-01-23,קרואסון שוקולד,in,15,יח׳,מיכל,משלוח רגיל
2026-01-23,מאפה גבינה,in,11,יח׳,מיכל,משלוח רגיל
2026-01-23,חלב 3%,out,14.13,ליטר,דני,שימוש שוטף
2026-01-23,חלב שיבולת שועל,out,5.74,ליטר,מיכל,שימוש שוטף
2026-01-23,חלב שיבולת שועל,out,5.74,ליטר,מיכל,שימוש שוטף
2026-01-23,חלב שקדים,out,1.09,ליטר,מיכל,שימוש שוטף
2026-01-23,חלב שקדים,out,1.09,ליטר,דני,שימוש שוטף
2026-01-23,חלב שקדים,out,1.09,ליטר,דני,שימוש שוטף
2026-01-23,חלב סויה,out,0.93,ליטר,דני,שימוש שוטף
2026-01-23,חלב סויה,out,0.93,ליטר,מיכל,שימוש שוטף
2026-01-23,חלב ללא לקטוז,out,1.05,ליטר,דני,שימוש שוטף
2026-01-23,שמנת מתוקה,out,0.9,ליטר,מיכל,שימוש שוטף
2026-01-23,שמנת מתוקה,out,0.9,ליטר,מיכל,שימוש שוטף
2026-01-23,פולי ערביקה,out,1.19,"ק""ג",מיכל,שימוש שוטף
2026-01-23,פולי ערביקה,out,1.19,"ק""ג",מיכל,שימוש שוטף
2026-01-23,פולי ערביקה,out,1.19,"ק""ג",מיכל,שימוש שוטף
2026-01-23,פולי רובוסטה,out,0.36,"ק""ג",דני,שימוש שוטף
2026-01-23,פולי רובוסטה,out,0.36,"ק""ג",דני,שימוש שוטף
2026-01-23,פולי דקאף,out,0.19,"ק""ג",דני,שימוש שוטף
2026-01-23,פולי דקאף,out,0.19,"ק""ג",דני,שימוש שוטף
2026-01-23,קרואסון חמאה,out,12,יח׳,דני,שימוש שוטף
2026-01-23,קרואסון חמאה,out,12,יח׳,מיכל,שימוש שוטף
2026-01-23,קרואסון שוקולד,out,5,יח׳,דני,שימוש שוטף
2026-01-23,קרואסון שוקולד,out,5,יח׳,דני,שימוש שוטף
2026-01-23,קרואסון שוקולד,out,5,יח׳,מיכל,שימוש שוטף
2026-01-23,מאפה גבינה,out,6,יח׳,דני,שימוש שוטף
2026-01-23,מאפה גבינה,out,6,יח׳,דני,שימוש שוטף
2026-01-23,לימונים,out,1.78,"ק""ג",דני,שימוש שוטף
2026-01-23,נענע,out,1.42,צרור,מיכל,שימוש שוטף
2026-01-23,נענע,out,1.42,צרור,דני,שימוש שוטף
2026-01-23,סוכר לבן,out,0.6,"ק""ג",מיכל,שימוש שוטף
2026-01-23,סוכריות סוכר,out,43,יח׳,מיכל,שימוש שוטף
2026-01-23,סוכריות סוכר,out,43,יח׳,מיכל,שימוש שוטף
2026-01-23,סירופ וניל,out,0.06,בקבוק,דני,שימוש שוטף
2026-01-23,סירופ וניל,out,0.06,בקבוק,דני,שימוש שוטף
2026-01-23,סירופ וניל,out,0.06,בקבוק,מיכל,שימוש שוטף
2026-01-23,סירופ קרמל,out,0.07,בקבוק,מיכל,שימוש שוטף
2026-01-23,סירופ קרמל,out,0.07,בקבוק,דני,שימוש שוטף
2026-01-23,סירופ קרמל,out,0.07,בקבוק,מיכל,שימוש שוטף
2026-01-23,כוסות קטנות,out,12,יח׳,מיכל,שימוש שוטף
2026-01-23,כוסות קטנות,out,12,יח׳,דני,שימוש שוטף
2026-01-23,כוסות קטנות,out,12,יח׳,דני,שימוש שוטף
2026-01-23,כוסות גדולות take-away,out,63,יח׳,מיכל,שימוש שוטף
2026-01-23,מכסים,out,57,יח׳,מיכל,שימוש שוטף
2026-01-23,מכסים,out,57,יח׳,דני,שימוש שוטף
2026-01-23,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-23,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-23,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-23,שקיות נייר,out,40,יח׳,דני,שימוש שוטף
2026-01-25,חלב 3%,in,28,ליטר,דני,משלוח רגיל
2026-01-25,חלב שיבולת שועל,in,15,ליטר,טל,משלוח רגיל — חסר מול ההזמנה
2026-01-25,חלב שקדים,in,11,ליטר,מיכל,משלוח רגיל
2026-01-25,שמנת מתוקה,in,6,ליטר,נועה,משלוח רגיל
2026-01-25,קרואסון חמאה,in,22,יח׳,מיכל,משלוח רגיל
2026-01-25,קרואסון שוקולד,in,14,יח׳,טל,משלוח רגיל
2026-01-25,מאפה גבינה,in,11,יח׳,מיכל,משלוח רגיל
2026-01-25,לימונים,in,4,"ק""ג",נועה,משלוח רגיל
2026-01-25,נענע,in,9,צרור,נועה,משלוח רגיל
2026-01-25,חלב 3%,out,4.78,ליטר,נועה,שימוש שוטף
2026-01-25,חלב 3%,out,4.78,ליטר,מיכל,שימוש שוטף
2026-01-25,חלב 3%,out,4.78,ליטר,נועה,שימוש שוטף
2026-01-25,חלב שיבולת שועל,out,3.57,ליטר,נועה,שימוש שוטף
2026-01-25,חלב שיבולת שועל,out,3.57,ליטר,מיכל,שימוש שוטף
2026-01-25,חלב שיבולת שועל,out,3.57,ליטר,דני,שימוש שוטף
2026-01-25,חלב שקדים,out,1.22,ליטר,נועה,שימוש שוטף
2026-01-25,חלב שקדים,out,1.22,ליטר,מיכל,שימוש שוטף
2026-01-25,חלב שקדים,out,1.22,ליטר,מיכל,שימוש שוטף
2026-01-25,חלב סויה,out,0.62,ליטר,נועה,שימוש שוטף
2026-01-25,חלב סויה,out,0.62,ליטר,דני,שימוש שוטף
2026-01-25,חלב סויה,out,0.62,ליטר,דני,שימוש שוטף
2026-01-25,חלב ללא לקטוז,out,1.08,ליטר,מיכל,שימוש שוטף
2026-01-25,שמנת מתוקה,out,0.97,ליטר,דני,שימוש שוטף
2026-01-25,שמנת מתוקה,out,0.97,ליטר,דני,שימוש שוטף
2026-01-25,פולי ערביקה,out,0.71,"ק""ג",טל,שימוש שוטף
2026-01-25,פולי ערביקה,out,0.71,"ק""ג",דני,שימוש שוטף
2026-01-25,פולי ערביקה,out,0.71,"ק""ג",מיכל,שימוש שוטף
2026-01-25,פולי רובוסטה,out,0.19,"ק""ג",טל,שימוש שוטף
2026-01-25,פולי רובוסטה,out,0.19,"ק""ג",מיכל,שימוש שוטף
2026-01-25,פולי רובוסטה,out,0.19,"ק""ג",דני,שימוש שוטף
2026-01-25,פולי דקאף,out,0.14,"ק""ג",דני,שימוש שוטף
2026-01-25,פולי דקאף,out,0.14,"ק""ג",דני,שימוש שוטף
2026-01-25,קרואסון חמאה,out,16,יח׳,דני,שימוש שוטף
2026-01-25,קרואסון שוקולד,out,14,יח׳,נועה,שימוש שוטף
2026-01-25,מאפה גבינה,out,14,יח׳,נועה,שימוש שוטף
2026-01-25,לימונים,out,0.64,"ק""ג",נועה,שימוש שוטף
2026-01-25,לימונים,out,0.64,"ק""ג",טל,שימוש שוטף
2026-01-25,נענע,out,1.15,צרור,דני,שימוש שוטף
2026-01-25,נענע,out,1.15,צרור,נועה,שימוש שוטף
2026-01-25,נענע,out,1.15,צרור,נועה,שימוש שוטף
2026-01-25,סוכר לבן,out,0.62,"ק""ג",נועה,שימוש שוטף
2026-01-25,סוכריות סוכר,out,84,יח׳,נועה,שימוש שוטף
2026-01-25,סירופ וניל,out,0.08,בקבוק,דני,שימוש שוטף
2026-01-25,סירופ וניל,out,0.08,בקבוק,נועה,שימוש שוטף
2026-01-25,סירופ קרמל,out,0.14,בקבוק,נועה,שימוש שוטף
2026-01-25,כוסות קטנות,out,26,יח׳,מיכל,שימוש שוטף
2026-01-25,כוסות קטנות,out,26,יח׳,נועה,שימוש שוטף
2026-01-25,כוסות גדולות take-away,out,48,יח׳,דני,שימוש שוטף
2026-01-25,מכסים,out,91,יח׳,מיכל,שימוש שוטף
2026-01-25,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-25,שקיות נייר,out,26,יח׳,נועה,שימוש שוטף
2026-01-26,חלב סויה,in,9,ליטר,נועה,משלוח רגיל
2026-01-26,קרואסון חמאה,in,32,יח׳,דני,הזמנה שבועית — הוזמן יותר מדי (התראה לרונית)
2026-01-26,קרואסון שוקולד,in,22,יח׳,נועה,הזמנה שבועית — הוזמן יותר מדי (התראה לרונית)
2026-01-26,מאפה גבינה,in,12,יח׳,מיכל,משלוח רגיל
2026-01-26,כוסות גדולות take-away,in,314,יח׳,מיכל,משלוח רגיל
2026-01-26,מכסים,in,484,יח׳,נועה,משלוח רגיל
2026-01-26,חלב 3%,out,5.31,ליטר,נועה,שימוש שוטף
2026-01-26,חלב 3%,out,5.31,ליטר,דני,שימוש שוטף
2026-01-26,חלב 3%,out,5.31,ליטר,מיכל,שימוש שוטף
2026-01-26,חלב שיבולת שועל,out,2.25,ליטר,דני,שימוש שוטף
2026-01-26,חלב שיבולת שועל,out,2.25,ליטר,דני,שימוש שוטף
2026-01-26,חלב שיבולת שועל,out,2.25,ליטר,דני,שימוש שוטף
2026-01-26,חלב שקדים,out,0.72,ליטר,מיכל,שימוש שוטף
2026-01-26,חלב שקדים,out,0.72,ליטר,מיכל,שימוש שוטף
2026-01-26,חלב שקדים,out,0.72,ליטר,נועה,שימוש שוטף
2026-01-26,חלב סויה,out,0.49,ליטר,מיכל,שימוש שוטף
2026-01-26,חלב סויה,out,0.49,ליטר,טל,שימוש שוטף
2026-01-26,חלב סויה,out,0.49,ליטר,דני,שימוש שוטף
2026-01-26,חלב ללא לקטוז,out,0.54,ליטר,נועה,שימוש שוטף
2026-01-26,חלב ללא לקטוז,out,0.54,ליטר,מיכל,שימוש שוטף
2026-01-26,שמנת מתוקה,out,1.22,ליטר,דני,שימוש שוטף
2026-01-26,שמנת מתוקה,out,1.22,ליטר,נועה,שימוש שוטף
2026-01-26,פולי ערביקה,out,1.78,"ק""ג",מיכל,שימוש שוטף
2026-01-26,פולי ערביקה,out,1.78,"ק""ג",נועה,שימוש שוטף
2026-01-26,פולי רובוסטה,out,0.25,"ק""ג",טל,שימוש שוטף
2026-01-26,פולי רובוסטה,out,0.25,"ק""ג",טל,שימוש שוטף
2026-01-26,פולי דקאף,out,0.16,"ק""ג",דני,שימוש שוטף
2026-01-26,פולי דקאף,out,0.16,"ק""ג",דני,שימוש שוטף
2026-01-26,קרואסון חמאה,out,3,יח׳,נועה,שימוש שוטף
2026-01-26,קרואסון חמאה,out,3,יח׳,נועה,שימוש שוטף
2026-01-26,קרואסון חמאה,out,3,יח׳,טל,שימוש שוטף
2026-01-26,קרואסון שוקולד,out,3,יח׳,מיכל,שימוש שוטף
2026-01-26,קרואסון שוקולד,out,3,יח׳,מיכל,שימוש שוטף
2026-01-26,קרואסון שוקולד,out,3,יח׳,נועה,שימוש שוטף
2026-01-26,מאפה גבינה,out,10,יח׳,טל,שימוש שוטף
2026-01-26,לימונים,out,0.53,"ק""ג",נועה,שימוש שוטף
2026-01-26,לימונים,out,0.53,"ק""ג",מיכל,שימוש שוטף
2026-01-26,לימונים,out,0.53,"ק""ג",מיכל,שימוש שוטף
2026-01-26,נענע,out,0.78,צרור,נועה,שימוש שוטף
2026-01-26,נענע,out,0.78,צרור,דני,שימוש שוטף
2026-01-26,נענע,out,0.78,צרור,נועה,שימוש שוטף
2026-01-26,סוכר לבן,out,0.23,"ק""ג",נועה,שימוש שוטף
2026-01-26,סוכר לבן,out,0.23,"ק""ג",מיכל,שימוש שוטף
2026-01-26,סוכר לבן,out,0.23,"ק""ג",מיכל,שימוש שוטף
2026-01-26,סוכריות סוכר,out,139,יח׳,נועה,שימוש שוטף
2026-01-26,סירופ וניל,out,0.08,בקבוק,נועה,שימוש שוטף
2026-01-26,סירופ וניל,out,0.08,בקבוק,טל,שימוש שוטף
2026-01-26,סירופ קרמל,out,0.09,בקבוק,נועה,שימוש שוטף
2026-01-26,סירופ קרמל,out,0.09,בקבוק,דני,שימוש שוטף
2026-01-26,כוסות קטנות,out,17,יח׳,מיכל,שימוש שוטף
2026-01-26,כוסות קטנות,out,17,יח׳,מיכל,שימוש שוטף
2026-01-26,כוסות גדולות take-away,out,47,יח׳,מיכל,שימוש שוטף
2026-01-26,מכסים,out,76,יח׳,טל,שימוש שוטף
2026-01-26,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-26,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-26,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-26,שקיות נייר,out,20,יח׳,דני,שימוש שוטף
2026-01-26,שקיות נייר,out,20,יח׳,נועה,שימוש שוטף
2026-01-26,חלב ללא לקטוז,waste,0.73,ליטר,נועה,תפוגה — נפתח ולא נגמר במשמרת
2026-01-27,חלב 3%,in,26,ליטר,נועה,משלוח רגיל
2026-01-27,חלב שיבולת שועל,in,15,ליטר,נועה,משלוח רגיל — חסר מול ההזמנה
2026-01-27,קרואסון חמאה,in,22,יח׳,מיכל,משלוח רגיל
2026-01-27,קרואסון שוקולד,in,15,יח׳,נועה,משלוח רגיל
2026-01-27,מאפה גבינה,in,12,יח׳,מיכל,משלוח רגיל
2026-01-27,חלב 3%,out,6.01,ליטר,טל,שימוש שוטף
2026-01-27,חלב 3%,out,6.01,ליטר,נועה,שימוש שוטף
2026-01-27,חלב 3%,out,6.01,ליטר,דני,שימוש שוטף
2026-01-27,חלב שיבולת שועל,out,3.94,ליטר,נועה,שימוש שוטף
2026-01-27,חלב שיבולת שועל,out,3.94,ליטר,נועה,שימוש שוטף
2026-01-27,חלב שיבולת שועל,out,3.94,ליטר,מיכל,שימוש שוטף
2026-01-27,חלב שקדים,out,2.94,ליטר,דני,שימוש שוטף
2026-01-27,חלב סויה,out,2.28,ליטר,דני,שימוש שוטף
2026-01-27,חלב ללא לקטוז,out,0.7,ליטר,דני,שימוש שוטף
2026-01-27,שמנת מתוקה,out,1.08,ליטר,מיכל,שימוש שוטף
2026-01-27,שמנת מתוקה,out,1.08,ליטר,נועה,שימוש שוטף
2026-01-27,פולי ערביקה,out,0.86,"ק""ג",מיכל,שימוש שוטף
2026-01-27,פולי ערביקה,out,0.86,"ק""ג",נועה,שימוש שוטף
2026-01-27,פולי ערביקה,out,0.86,"ק""ג",נועה,שימוש שוטף
2026-01-27,פולי רובוסטה,out,0.3,"ק""ג",נועה,שימוש שוטף
2026-01-27,פולי רובוסטה,out,0.3,"ק""ג",טל,שימוש שוטף
2026-01-27,פולי דקאף,out,0.22,"ק""ג",נועה,שימוש שוטף
2026-01-27,קרואסון חמאה,out,14,יח׳,נועה,שימוש שוטף
2026-01-27,קרואסון חמאה,out,14,יח׳,נועה,שימוש שוטף
2026-01-27,קרואסון שוקולד,out,6,יח׳,נועה,שימוש שוטף
2026-01-27,קרואסון שוקולד,out,6,יח׳,נועה,שימוש שוטף
2026-01-27,קרואסון שוקולד,out,6,יח׳,נועה,שימוש שוטף
2026-01-27,מאפה גבינה,out,5,יח׳,נועה,שימוש שוטף
2026-01-27,מאפה גבינה,out,5,יח׳,טל,שימוש שוטף
2026-01-27,לימונים,out,0.38,"ק""ג",נועה,שימוש שוטף
2026-01-27,לימונים,out,0.38,"ק""ג",דני,שימוש שוטף
2026-01-27,לימונים,out,0.38,"ק""ג",נועה,שימוש שוטף
2026-01-27,נענע,out,1.92,צרור,נועה,שימוש שוטף
2026-01-27,נענע,out,1.92,צרור,נועה,שימוש שוטף
2026-01-27,סוכר לבן,out,0.6,"ק""ג",מיכל,שימוש שוטף
2026-01-27,סוכריות סוכר,out,44,יח׳,נועה,שימוש שוטף
2026-01-27,סוכריות סוכר,out,44,יח׳,מיכל,שימוש שוטף
2026-01-27,סוכריות סוכר,out,44,יח׳,נועה,שימוש שוטף
2026-01-27,סירופ וניל,out,0.19,בקבוק,נועה,שימוש שוטף
2026-01-27,סירופ קרמל,out,0.08,בקבוק,טל,שימוש שוטף
2026-01-27,סירופ קרמל,out,0.08,בקבוק,נועה,שימוש שוטף
2026-01-27,כוסות קטנות,out,23,יח׳,דני,שימוש שוטף
2026-01-27,כוסות קטנות,out,23,יח׳,נועה,שימוש שוטף
2026-01-27,כוסות גדולות take-away,out,50,יח׳,נועה,שימוש שוטף
2026-01-27,מכסים,out,73,יח׳,מיכל,שימוש שוטף
2026-01-27,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-27,מפיות,out,1,חבילה,דני,שימוש שוטף
2026-01-27,מפיות,out,1,חבילה,טל,שימוש שוטף
2026-01-27,שקיות נייר,out,28,יח׳,דני,שימוש שוטף
2026-01-27,חלב שיבולת שועל,out,4,ליטר,דני,נגמר שוב. דיברנו עם יוסי — אמר שיש מחסור כללי בשוק
2026-01-27,קרואסון חמאה,waste,8,יח׳,נועה,שאריות מאתמול — לא נמכרו
2026-01-28,חלב ללא לקטוז,in,7,ליטר,דני,משלוח רגיל
2026-01-28,שמנת מתוקה,in,5,ליטר,נועה,משלוח רגיל
2026-01-28,פולי ערביקה,in,20,"ק""ג",דני,משלוח רגיל
2026-01-28,פולי רובוסטה,in,8,"ק""ג",דני,משלוח רגיל
2026-01-28,קרואסון חמאה,in,21,יח׳,מיכל,משלוח רגיל
2026-01-28,קרואסון שוקולד,in,16,יח׳,דני,משלוח רגיל
2026-01-28,מאפה גבינה,in,12,יח׳,מיכל,משלוח רגיל
2026-01-28,לימונים,in,4,"ק""ג",טל,משלוח רגיל
2026-01-28,נענע,in,9,צרור,נועה,משלוח רגיל
2026-01-28,סוכר לבן,in,12,"ק""ג",נועה,משלוח רגיל
2026-01-28,סוכריות סוכר,in,811,יח׳,דני,משלוח רגיל
2026-01-28,כוסות קטנות,in,345,יח׳,מיכל,משלוח רגיל
2026-01-28,מפיות,in,17,חבילה,טל,משלוח רגיל
2026-01-28,שקיות נייר,in,244,יח׳,דני,משלוח רגיל
2026-01-28,חלב 3%,out,17.4,ליטר,מיכל,שימוש שוטף
2026-01-28,חלב שיבולת שועל,out,15.24,ליטר,דני,שימוש שוטף
2026-01-28,חלב שקדים,out,1.08,ליטר,מיכל,שימוש שוטף
2026-01-28,חלב שקדים,out,1.08,ליטר,נועה,שימוש שוטף
2026-01-28,חלב סויה,out,1.73,ליטר,דני,שימוש שוטף
2026-01-28,חלב ללא לקטוז,out,0.29,ליטר,דני,שימוש שוטף
2026-01-28,חלב ללא לקטוז,out,0.29,ליטר,דני,שימוש שוטף
2026-01-28,חלב ללא לקטוז,out,0.29,ליטר,נועה,שימוש שוטף
2026-01-28,שמנת מתוקה,out,0.57,ליטר,טל,שימוש שוטף
2026-01-28,שמנת מתוקה,out,0.57,ליטר,דני,שימוש שוטף
2026-01-28,שמנת מתוקה,out,0.57,ליטר,נועה,שימוש שוטף
2026-01-28,פולי ערביקה,out,1.27,"ק""ג",דני,שימוש שוטף
2026-01-28,פולי ערביקה,out,1.27,"ק""ג",נועה,שימוש שוטף
2026-01-28,פולי רובוסטה,out,0.74,"ק""ג",מיכל,שימוש שוטף
2026-01-28,פולי דקאף,out,0.15,"ק""ג",מיכל,שימוש שוטף
2026-01-28,פולי דקאף,out,0.15,"ק""ג",טל,שימוש שוטף
2026-01-28,קרואסון חמאה,out,11,יח׳,מיכל,שימוש שוטף
2026-01-28,קרואסון חמאה,out,11,יח׳,מיכל,שימוש שוטף
2026-01-28,קרואסון שוקולד,out,6,יח׳,מיכל,שימוש שוטף
2026-01-28,קרואסון שוקולד,out,6,יח׳,מיכל,שימוש שוטף
2026-01-28,מאפה גבינה,out,3,יח׳,דני,שימוש שוטף
2026-01-28,מאפה גבינה,out,3,יח׳,מיכל,שימוש שוטף
2026-01-28,מאפה גבינה,out,3,יח׳,נועה,שימוש שוטף
2026-01-28,לימונים,out,0.77,"ק""ג",נועה,שימוש שוטף
2026-01-28,לימונים,out,0.77,"ק""ג",נועה,שימוש שוטף
2026-01-28,נענע,out,1.05,צרור,טל,שימוש שוטף
2026-01-28,נענע,out,1.05,צרור,נועה,שימוש שוטף
2026-01-28,סוכר לבן,out,0.63,"ק""ג",מיכל,שימוש שוטף
2026-01-28,סוכריות סוכר,out,76,יח׳,נועה,שימוש שוטף
2026-01-28,סוכריות סוכר,out,76,יח׳,טל,שימוש שוטף
2026-01-28,סירופ וניל,out,0.14,בקבוק,נועה,שימוש שוטף
2026-01-28,סירופ קרמל,out,0.08,בקבוק,מיכל,שימוש שוטף
2026-01-28,סירופ קרמל,out,0.08,בקבוק,טל,שימוש שוטף
2026-01-28,סירופ קרמל,out,0.08,בקבוק,דני,שימוש שוטף
2026-01-28,כוסות קטנות,out,17,יח׳,נועה,שימוש שוטף
2026-01-28,כוסות קטנות,out,17,יח׳,דני,שימוש שוטף
2026-01-28,כוסות קטנות,out,17,יח׳,נועה,שימוש שוטף
2026-01-28,כוסות גדולות take-away,out,18,יח׳,נועה,שימוש שוטף
2026-01-28,כוסות גדולות take-away,out,18,יח׳,נועה,שימוש שוטף
2026-01-28,כוסות גדולות take-away,out,18,יח׳,מיכל,שימוש שוטף
2026-01-28,מכסים,out,22,יח׳,דני,שימוש שוטף
2026-01-28,מכסים,out,22,יח׳,טל,שימוש שוטף
2026-01-28,מכסים,out,22,יח׳,טל,שימוש שוטף
2026-01-28,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-28,שקיות נייר,out,41,יח׳,מיכל,שימוש שוטף
2026-01-28,חלב 3%,waste,0.35,ליטר,דני,תפוגה — נפתח ולא נגמר במשמרת
2026-01-28,נענע,waste,1.16,צרור,טל,נבל במקרר
2026-01-29,חלב 3%,in,28,ליטר,נועה,משלוח רגיל
2026-01-29,חלב שיבולת שועל,in,12,ליטר,נועה,משלוח רגיל — חסר מול ההזמנה
2026-01-29,חלב שקדים,in,12,ליטר,נועה,משלוח רגיל
2026-01-29,קרואסון חמאה,in,21,יח׳,נועה,משלוח רגיל
2026-01-29,קרואסון שוקולד,in,15,יח׳,מיכל,משלוח רגיל
2026-01-29,מאפה גבינה,in,13,יח׳,נועה,משלוח רגיל
2026-01-29,חלב 3%,out,11.9,ליטר,נועה,שימוש שוטף
2026-01-29,חלב שיבולת שועל,out,5.85,ליטר,נועה,שימוש שוטף
2026-01-29,חלב שיבולת שועל,out,5.85,ליטר,נועה,שימוש שוטף
2026-01-29,חלב שקדים,out,1.14,ליטר,נועה,שימוש שוטף
2026-01-29,חלב שקדים,out,1.14,ליטר,מיכל,שימוש שוטף
2026-01-29,חלב סויה,out,0.56,ליטר,נועה,שימוש שוטף
2026-01-29,חלב סויה,out,0.56,ליטר,מיכל,שימוש שוטף
2026-01-29,חלב סויה,out,0.56,ליטר,נועה,שימוש שוטף
2026-01-29,חלב ללא לקטוז,out,0.4,ליטר,נועה,שימוש שוטף
2026-01-29,חלב ללא לקטוז,out,0.4,ליטר,מיכל,שימוש שוטף
2026-01-29,שמנת מתוקה,out,1.81,ליטר,מיכל,שימוש שוטף
2026-01-29,פולי ערביקה,out,0.67,"ק""ג",מיכל,שימוש שוטף
2026-01-29,פולי ערביקה,out,0.67,"ק""ג",נועה,שימוש שוטף
2026-01-29,פולי ערביקה,out,0.67,"ק""ג",מיכל,שימוש שוטף
2026-01-29,פולי רובוסטה,out,0.54,"ק""ג",מיכל,שימוש שוטף
2026-01-29,פולי דקאף,out,0.11,"ק""ג",מיכל,שימוש שוטף
2026-01-29,פולי דקאף,out,0.11,"ק""ג",נועה,שימוש שוטף
2026-01-29,פולי דקאף,out,0.11,"ק""ג",נועה,שימוש שוטף
2026-01-29,קרואסון חמאה,out,8,יח׳,נועה,שימוש שוטף
2026-01-29,קרואסון חמאה,out,8,יח׳,נועה,שימוש שוטף
2026-01-29,קרואסון שוקולד,out,11,יח׳,נועה,שימוש שוטף
2026-01-29,מאפה גבינה,out,10,יח׳,נועה,שימוש שוטף
2026-01-29,לימונים,out,0.43,"ק""ג",מיכל,שימוש שוטף
2026-01-29,לימונים,out,0.43,"ק""ג",נועה,שימוש שוטף
2026-01-29,לימונים,out,0.43,"ק""ג",נועה,שימוש שוטף
2026-01-29,נענע,out,2.9,צרור,נועה,שימוש שוטף
2026-01-29,סוכר לבן,out,0.96,"ק""ג",נועה,שימוש שוטף
2026-01-29,סוכריות סוכר,out,44,יח׳,נועה,שימוש שוטף
2026-01-29,סוכריות סוכר,out,44,יח׳,נועה,שימוש שוטף
2026-01-29,סוכריות סוכר,out,44,יח׳,נועה,שימוש שוטף
2026-01-29,סירופ וניל,out,0.04,בקבוק,נועה,שימוש שוטף
2026-01-29,סירופ וניל,out,0.04,בקבוק,נועה,שימוש שוטף
2026-01-29,סירופ וניל,out,0.04,בקבוק,נועה,שימוש שוטף
2026-01-29,סירופ קרמל,out,0.07,בקבוק,נועה,שימוש שוטף
2026-01-29,סירופ קרמל,out,0.07,בקבוק,מיכל,שימוש שוטף
2026-01-29,סירופ קרמל,out,0.07,בקבוק,נועה,שימוש שוטף
2026-01-29,כוסות קטנות,out,10,יח׳,נועה,שימוש שוטף
2026-01-29,כוסות קטנות,out,10,יח׳,נועה,שימוש שוטף
2026-01-29,כוסות קטנות,out,10,יח׳,נועה,שימוש שוטף
2026-01-29,כוסות גדולות take-away,out,50,יח׳,מיכל,שימוש שוטף
2026-01-29,מכסים,out,121,יח׳,מיכל,שימוש שוטף
2026-01-29,מפיות,out,1,חבילה,מיכל,שימוש שוטף
2026-01-29,מפיות,out,1,חבילה,נועה,שימוש שוטף
2026-01-29,שקיות נייר,out,42,יח׳,נועה,שימוש שוטף
2026-01-29,חלב סויה,waste,0.61,ליטר,נועה,תפוגה — נפתח ולא נגמר במשמרת
2026-01-30,קרואסון חמאה,in,23,יח׳,דני,משלוח רגיל
2026-01-30,קרואסון שוקולד,in,16,יח׳,מיכל,משלוח רגיל
2026-01-30,מאפה גבינה,in,12,יח׳,מיכל,משלוח רגיל
2026-01-30,סירופ וניל,in,4,בקבוק,מיכל,משלוח רגיל
2026-01-30,סירופ קרמל,in,5,בקבוק,מיכל,משלוח רגיל
2026-01-30,חלב 3%,out,10.53,ליטר,דני,שימוש שוטף
2026-01-30,חלב שיבולת שועל,out,4.55,ליטר,דני,שימוש שוטף
2026-01-30,חלב שיבולת שועל,out,4.55,ליטר,מיכל,שימוש שוטף
2026-01-30,חלב שקדים,out,1.01,ליטר,מיכל,שימוש שוטף
2026-01-30,חלב שקדים,out,1.01,ליטר,מיכל,שימוש שוטף
2026-01-30,חלב שקדים,out,1.01,ליטר,מיכל,שימוש שוטף
2026-01-30,חלב סויה,out,2.51,ליטר,דני,שימוש שוטף
2026-01-30,חלב ללא לקטוז,out,0.61,ליטר,דני,שימוש שוטף
2026-01-30,חלב ללא לקטוז,out,0.61,ליטר,דני,שימוש שוטף
2026-01-30,שמנת מתוקה,out,0.66,ליטר,דני,שימוש שוטף
2026-01-30,שמנת מתוקה,out,0.66,ליטר,מיכל,שימוש שוטף
2026-01-30,שמנת מתוקה,out,0.66,ליטר,מיכל,שימוש שוטף
2026-01-30,פולי ערביקה,out,1.03,"ק""ג",מיכל,שימוש שוטף
2026-01-30,פולי ערביקה,out,1.03,"ק""ג",מיכל,שימוש שוטף
2026-01-30,פולי ערביקה,out,1.03,"ק""ג",דני,שימוש שוטף
